Year,Company Name,Country,Industry (Exiobase),Total Environmental Intensity (Revenue),Total Environmental Intensity (Operating Income),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,% Imputed
2018,KION GROUP AG,Germany,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.77%,-8.16%,"(7,02,09,114)","(6,83,99,006)","(15,654)","(9,09,567)","(2,10,168)","(2,839)","(1,20,218)","(5,52,019)",359,2%
2018,HITACHI CONSTRUCTION MACHINERY CO LTD,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.77%,-8.10%,"(6,76,48,805)","(6,57,30,836)","(13,563)","(8,71,104)","(1,90,554)","(2,549)","(18,024)","(8,19,569)","(2,606)",13%
2018,ISUZU MOTORS LIMITED,Japan,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.29%,-3.59%,"(5,45,82,364)","(5,34,48,871)","(18,290)","(6,75,309)","(1,52,709)","(2,870)","(38,905)","(2,63,826)","18,417",18%
2018,NFI GROUP INC,Canada,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.54%,-15.96%,"(5,05,31,525)","(4,90,79,802)","(11,047)","(6,60,326)","(1,51,661)","(2,028)",(284),"(6,26,453)",76,0%
2018,SSANGYONG MOTOR COMPANY LIMITED,South Korea,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.35%,N/A,"(4,48,89,193)","(4,36,83,294)","(10,454)","(5,83,179)","(1,35,132)","(1,855)","(12,512)","(4,63,922)","1,155",2%
2018,DOOSAN INFRACORE COMPANY LIMITED,South Korea,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.62%,-5.60%,"(4,27,75,148)","(4,13,62,762)","(10,428)","(5,54,713)","(1,26,729)","(1,799)","(26,106)","(6,95,022)","2,411",3%
2018,TOFAS TURK OTOMOBIL FABRIKASI A.S.,Turkey,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.14%,-21.71%,"(4,02,24,891)","(3,00,12,541)","(9,373)","(3,79,612)","(79,508)","(1,501)","(14,31,906)","(83,19,529)","9,079",10%
2018,FERRARI NV,Italy,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.76%,-3.23%,"(3,51,72,269)","(2,91,74,731)","(7,236)","(3,91,402)","(91,275)","(1,281)",(395),"(55,07,785)","1,835",0%
2018,ALSTOM SA,France,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.34%,-5.34%,"(3,13,99,779)","(2,98,97,358)","(8,862)","(3,91,357)","(90,171)","(1,457)","(13,208)","(10,03,282)","5,916",13%
2018,PIAGGIO NC SPA,Italy,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.71%,-77.33%,"(2,72,52,261)","(2,06,24,016)","(4,347)","(2,88,084)","(61,874)",(826),(136),"(62,72,983)",6,0%
2018,PALFINGER AKTIENGESELLSCHAFT,Austria,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.10%,-12.73%,"(2,03,68,128)","(1,97,67,557)","(4,512)","(2,67,706)","(60,841)",(824),(826),"(2,66,171)",310,2%
2018,VOSSLOH AG,Germany,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.80%,-48.72%,"(1,78,51,117)","(1,74,31,720)","(4,030)","(2,32,523)","(53,983)",(730),"(13,006)","(1,15,333)",208,0%
2018,SANY HEAVY EQUIPMENT INTERNATIONAL HOLDINGS COMPANY LTD,China,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-2.28%,-21.95%,"(1,46,25,861)","(1,03,08,481)","(2,257)","(1,36,221)","(31,022)",(415),"(22,147)","(41,25,120)",(197),5%
2018,WACKER NEUSON SE,Germany,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.59%,-6.97%,"(1,15,70,787)","(1,12,56,281)","(2,660)","(1,51,061)","(34,367)",(477),"(25,658)","(1,00,694)",410,0%
2018,HALDEX AB,Sweden,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-1.96%,-38.63%,"(1,13,02,820)","(1,06,27,777)","(2,723)","(1,40,418)","(32,566)",(473),"(3,410)","(4,96,331)",878,2%
2018,HAULOTTE GROUP,France,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.42%,-6.65%,"(26,55,618)","(25,95,795)",(595),"(39,450)","(6,947)",(110),(923),"(12,211)",414,10%
2018,WESTPORT FUEL SYSTEMS INC,Canada,"Manufacture of motor vehicles,trailers and semi-trailers (34)",-0.45%,N/A,"(15,81,067)","(14,29,900)",(291),"(20,620)","(4,165)",(56),(31),"(1,26,012)",8,19%
2018,SAMSUNG ELECTRONICS COMPANY LIMITED,South Korea,Manufacture of office machinery and computers (30),-2.21%,-9.17%,"(4,84,80,96,842)","(4,68,99,32,577)","(10,77,076)","(6,22,38,245)","(1,45,87,784)","(1,95,624)","(7,54,625)","(7,93,24,465)","13,556",0%
2018,HON HAI PRECISION INDUSTRY COMPANY LIMITED,Taiwan,Manufacture of office machinery and computers (30),-1.51%,-58.85%,"(2,61,72,89,146)","(2,32,34,42,812)","(5,38,123)","(3,08,92,842)","(72,18,616)","(97,266)","(83,537)","(25,50,34,366)","18,416",0%
2018,WESTERN DIGITAL CORPORATION,United States,Manufacture of office machinery and computers (30),-1.88%,-10.19%,"(38,87,45,466)","(33,97,26,174)","(85,871)","(45,07,918)","(10,48,055)","(15,030)","(75,826)","(4,33,11,929)","25,337",4%
2018,SEAGATE TECHNOLOGY,United States,Manufacture of office machinery and computers (30),-3.46%,-22.54%,"(38,70,31,897)","(34,80,23,452)","(84,019)","(46,23,001)","(10,79,076)","(14,967)","(41,073)","(3,31,80,033)","13,725",2%
2018,CANON INCORPORATED,Japan,Manufacture of office machinery and computers (30),-1.00%,-11.54%,"(36,06,35,600)","(34,95,01,861)","(80,040)","(46,43,088)","(10,84,637)","(14,556)","(27,484)","(52,84,963)","1,029",1%
2018,JU TENG INTERNATIONAL HOLDINGS LTD,Hong Kong,Manufacture of office machinery and computers (30),-25.77%,-1020.75%,"(25,21,49,504)","(20,82,01,020)","(47,896)","(27,67,801)","(6,48,627)","(8,679)","(8,351)","(4,04,67,462)",331,0%
2018,WHIRLPOOL CORPORATION,United States,Manufacture of office machinery and computers (30),-1.12%,-18.51%,"(23,55,86,740)","(21,48,73,112)","(57,473)","(28,47,219)","(6,58,543)","(9,850)","(77,259)","(1,70,89,100)","25,816",7%
2018,AAC TECHNOLOGIES HOLDINGS INCORPORATION,China,Manufacture of office machinery and computers (30),-7.14%,-30.35%,"(22,27,44,862)","(18,64,96,961)","(43,551)","(24,76,512)","(5,79,729)","(7,806)","(26,631)","(3,31,14,725)","1,054",1%
2018,PEGATRON CORPORATION,Taiwan,Manufacture of office machinery and computers (30),-0.48%,-54.40%,"(21,20,23,418)","(20,74,26,505)","(49,152)","(27,56,637)","(6,40,179)","(8,776)","(21,145)","(11,25,687)","4,662",1%
2018,TE CONNECTIVITY LTD,Switzerland,Manufacture of office machinery and computers (30),-1.45%,-8.23%,"(20,33,36,899)","(19,79,21,495)","(47,115)","(26,39,270)","(6,14,351)","(8,377)","(5,579)","(21,04,690)","3,980",2%
2018,QUANTA COMPUTER INCORPORATED,Taiwan,Manufacture of office machinery and computers (30),-0.58%,-41.45%,"(19,35,64,270)","(18,78,25,855)","(44,270)","(24,96,436)","(5,80,597)","(7,927)","(16,222)","(25,96,539)","3,576",1%
2018,SEIKO EPSON,Japan,Manufacture of office machinery and computers (30),-1.84%,-29.66%,"(18,49,39,852)","(17,97,65,138)","(42,321)","(23,94,028)","(5,59,573)","(7,610)","(7,665)","(21,67,119)","3,602",2%
2018,FIH MOBILE LTD,China,Manufacture of office machinery and computers (30),-1.21%,N/A,"(18,01,34,279)","(10,49,89,867)","(34,781)","(14,12,275)","(2,86,326)","(5,567)","(9,98,644)","(7,24,46,356)","39,537",9%
2018,WISTRON,Taiwan,Manufacture of office machinery and computers (30),-0.53%,-43.65%,"(15,35,38,606)","(13,17,02,979)","(31,258)","(17,50,234)","(4,06,283)","(5,576)","(14,037)","(1,96,31,333)","3,095",1%
2018,"RICOH COMPANY,LTD",Japan,Manufacture of office machinery and computers (30),-0.81%,-24.14%,"(15,17,54,073)","(14,64,17,754)","(33,697)","(19,53,972)","(4,52,733)","(6,122)","(14,350)","(28,77,091)","1,647",1%
2018,HEWLETT PACKARD ENTERPRISE CO,United States,Manufacture of office machinery and computers (30),-0.45%,-5.65%,"(14,02,78,836)","(13,30,63,018)","(31,259)","(16,89,567)","(3,93,953)","(5,590)","(1,13,304)","(49,85,118)","2,973",9%
2018,FOXCONN TECHNOLOGY COMPANY LIMITED,Taiwan,Manufacture of office machinery and computers (30),-2.89%,-47.71%,"(13,41,48,294)","(13,12,38,807)","(30,195)","(17,45,213)","(4,08,513)","(5,477)","(2,242)","(7,18,342)",494,0%
2018,HANNSTAR DISPLAY CORP,Taiwan,Manufacture of office machinery and computers (30),-24.23%,-447.78%,"(13,35,31,080)","(12,03,73,890)","(27,496)","(16,02,604)","(3,74,942)","(5,007)",(266),"(1,11,46,913)",39,0%
2018,KONICA MINOLTA INC,Japan,Manufacture of office machinery and computers (30),-1.25%,-35.46%,"(11,75,64,155)","(11,40,79,468)","(26,618)","(15,20,080)","(3,54,515)","(4,812)","(7,172)","(15,73,497)","2,008",1%
2018,NEC CORPORATION,Japan,Manufacture of office machinery and computers (30),-0.42%,-21.34%,"(10,92,24,530)","(10,58,28,318)","(24,188)","(14,02,241)","(3,26,357)","(4,399)","(19,782)","(16,19,600)",356,2%
2018,LITE-ON TECHNOLOGY CORPORATION,Taiwan,Manufacture of office machinery and computers (30),-1.53%,-42.36%,"(10,35,93,360)","(9,92,95,631)","(22,973)","(13,20,279)","(3,08,592)","(4,155)","(3,268)","(26,39,183)",720,0%
2018,ELECTROLUX AB,Sweden,Manufacture of office machinery and computers (30),-0.64%,-14.09%,"(8,93,52,616)","(8,75,59,332)","(20,358)","(11,64,230)","(2,72,663)","(3,679)","(2,157)","(3,31,146)",947,1%
2018,COMPAL ELECTRONICS INCORPORATED,Taiwan,Manufacture of office machinery and computers (30),-0.27%,-28.56%,"(8,64,28,082)","(8,28,84,459)","(20,194)","(11,00,844)","(2,53,679)","(3,552)","(15,271)","(21,53,449)","3,366",2%
2018,BROTHER INDUSTRIES LIMITED,Japan,Manufacture of office machinery and computers (30),-0.93%,-8.72%,"(6,06,00,366)","(5,91,38,922)","(13,454)","(7,88,193)","(1,82,991)","(2,454)","(4,959)","(4,69,512)",118,2%
2018,CELESTICA INCORPORATED,Canada,Manufacture of office machinery and computers (30),-0.68%,-26.62%,"(5,83,47,263)","(5,60,49,833)","(13,228)","(7,43,471)","(1,73,638)","(2,379)","(4,971)","(13,61,137)","1,394",1%
2018,INVENTEC CORPORATION,Taiwan,Manufacture of office machinery and computers (30),-0.27%,-18.03%,"(4,41,31,378)","(4,22,14,487)","(10,303)","(5,60,657)","(1,29,134)","(1,811)","(7,999)","(12,08,751)","1,763",2%
2018,RINNAI CORPORATION,Japan,Manufacture of office machinery and computers (30),-1.06%,-11.25%,"(3,36,73,853)","(3,28,63,448)","(7,787)","(4,38,551)","(1,01,951)","(1,396)","(2,414)","(2,59,160)",854,1%
2018,ARCELIK AS,Turkey,Manufacture of office machinery and computers (30),-0.66%,-9.62%,"(3,36,10,548)","(2,54,91,815)","(9,364)","(3,35,072)","(76,597)","(1,477)","(17,555)","(76,90,214)","11,545",18%
2018,GETAC TECHNOLOGY CORP,Taiwan,Manufacture of office machinery and computers (30),-3.95%,-37.50%,"(3,18,59,947)","(3,06,63,142)","(7,050)","(4,07,530)","(95,530)","(1,279)",(390),"(6,85,112)",86,0%
2018,PLEXUS CORPORATION,United States,Manufacture of office machinery and computers (30),-1.04%,-25.31%,"(2,99,34,105)","(2,79,17,748)","(7,523)","(3,69,860)","(85,486)","(1,286)","(10,553)","(15,45,176)","3,526",7%
2018,QISDA CORP,Taiwan,Manufacture of office machinery and computers (30),-0.58%,-20.06%,"(2,96,76,696)","(2,87,32,844)","(6,770)","(3,81,897)","(88,825)","(1,212)","(2,458)","(4,63,231)",542,1%
2018,PRIMAX ELECTRONICS LTD.,Taiwan,Manufacture of office machinery and computers (30),-1.23%,-41.07%,"(2,60,65,285)","(2,55,00,018)","(5,915)","(3,39,042)","(79,192)","(1,068)","(1,023)","(1,39,253)",225,0%
2018,HUSQVARNA,Sweden,Manufacture of office machinery and computers (30),-0.55%,-6.15%,"(2,53,24,414)","(2,42,98,036)","(5,667)","(3,23,063)","(75,646)","(1,023)",(714),"(6,20,578)",313,1%
2018,FUJITSU GENERAL LIMITED,Japan,Manufacture of office machinery and computers (30),-1.06%,-13.74%,"(2,53,05,731)","(2,47,15,389)","(5,657)","(3,29,016)","(76,495)","(1,026)","(1,824)","(1,76,342)",18,1%
2018,MICRO-STAR INTERNATIONAL COMPANY LIMITED,Taiwan,Manufacture of office machinery and computers (30),-0.51%,-8.98%,"(1,96,36,896)","(1,92,11,137)","(4,545)","(2,55,319)","(59,319)",(812),"(1,870)","(1,04,306)",412,1%
2018,ELITEGROUP COMPUTER SYSTEMS COMPANY LIMITED,Taiwan,Manufacture of office machinery and computers (30),-0.94%,N/A,"(97,24,541)","(95,13,659)","(2,216)","(1,26,479)","(29,508)",(399),(502),"(51,887)",111,0%
2018,GIGA-BYTE TECHNOLOGY COMPANY LIMITED,Taiwan,Manufacture of office machinery and computers (30),-0.43%,-11.64%,"(86,49,585)","(84,62,061)","(2,013)","(1,12,449)","(26,086)",(359),(961),"(45,869)",212,1%
2018,WONG'S INTERNATIONAL HOLDINGS LIMITED,Hong Kong,Manufacture of office machinery and computers (30),-1.56%,-26.04%,"(79,93,655)","(61,13,934)","(1,389)","(81,154)","(18,834)",(253),"(4,373)","(17,73,713)",(5),2%
2018,HTC CORPORATION,Taiwan,Manufacture of office machinery and computers (30),-0.96%,N/A,"(74,63,802)","(73,01,945)","(1,700)","(97,077)","(22,651)",(306),(375),"(39,830)",83,0%
2018,"ZENG HSING INDUSTRIAL CO.,LTD.",Taiwan,Manufacture of office machinery and computers (30),-3.37%,-21.55%,"(73,35,760)","(71,76,656)","(1,650)","(95,437)","(22,345)",(299),(105),"(39,291)",23,0%
2018,MERRY ELECTRONICS CO LTD,Taiwan,Manufacture of office machinery and computers (30),-0.47%,-7.25%,"(54,57,751)","(53,39,423)","(1,267)","(70,958)","(16,474)",(226),(560),"(28,968)",123,1%
2018,LOGITECH INTERNATIONAL SA,Switzerland,Manufacture of office machinery and computers (30),-0.21%,-2.38%,"(51,90,433)","(49,87,036)","(1,469)","(67,564)","(15,057)",(232),(989),"(1,18,792)",706,11%
2018,ACER INC,Taiwan,Manufacture of office machinery and computers (30),-0.06%,-4.16%,"(48,59,301)","(46,20,445)","(1,367)","(61,077)","(13,215)",(218),"(3,823)","(1,59,999)",843,6%
2018,ASUSTEK COMPUTER INC.,Taiwan,Manufacture of office machinery and computers (30),-0.03%,-0.62%,"(34,48,465)","(32,72,287)","(1,202)","(42,974)","(8,461)",(174),"(5,589)","(1,19,011)","1,232",11%
2018,EATON CORP PLC,United States,"Manufacture of radio,television and communication equipment and apparatus (32)",-1.70%,-11.91%,"(36,75,66,523)","(35,11,86,413)","(85,154)","(47,04,075)","(10,91,373)","(15,171)","(31,756)","(1,04,68,943)","16,360",3%
2018,ABB LIMITED,Switzerland,"Manufacture of radio,television and communication equipment and apparatus (32)",-1.11%,-12.07%,"(29,96,59,272)","(29,07,42,392)","(68,305)","(38,88,299)","(9,03,740)","(12,287)","(7,849)","(40,42,316)","5,916",0%
2018,FURUKAWA ELECTRIC CO LTD,Japan,"Manufacture of radio,television and communication equipment and apparatus (32)",-3.25%,-70.06%,"(28,61,07,907)","(27,72,55,054)","(63,752)","(36,96,328)","(8,63,597)","(11,586)","(4,205)","(42,15,065)","1,679",0%
2018,CISCO SYSTEMS INCORPORATED,United States,"Manufacture of radio,television and communication equipment and apparatus (32)",-0.50%,-1.96%,"(24,88,51,769)","(22,66,63,777)","(51,417)","(30,51,258)","(6,89,528)","(9,398)","(72,494)","(1,83,17,213)","3,316",5%
2018,EMERSON ELECTRIC CO,United States,"Manufacture of radio,television and communication equipment and apparatus (32)",-1.27%,-7.63%,"(22,17,69,727)","(21,06,95,830)","(52,084)","(28,29,101)","(6,54,023)","(9,216)","(25,582)","(75,17,071)","13,180",4%
2018,NIDEC CORPORATION,Japan,"Manufacture of radio,television and communication equipment and apparatus (32)",-1.62%,-14.39%,"(21,98,90,103)","(21,51,08,648)","(50,204)","(28,70,644)","(6,70,086)","(9,064)","(6,468)","(11,78,284)","3,294",1%
2018,WALSIN LIHWA CORP,Taiwan,"Manufacture of radio,television and communication equipment and apparatus (32)",-3.49%,-60.47%,"(21,78,34,553)","(21,31,50,213)","(58,933)","(27,92,938)","(6,52,455)","(9,979)","(53,237)","(11,46,975)","30,177",10%
2018,SGL CARBON SE,Germany,"Manufacture of radio,television and communication equipment and apparatus (32)",-10.45%,-625.68%,"(12,53,59,386)","(11,95,33,002)","(29,753)","(15,74,147)","(3,68,536)","(5,230)","(13,728)","(38,41,976)","6,986",4%
2018,NEXANS SA,France,"Manufacture of radio,television and communication equipment and apparatus (32)",-1.36%,-46.74%,"(10,11,31,075)","(9,73,97,791)","(28,325)","(12,64,434)","(2,94,784)","(4,699)","(37,429)","(21,21,261)","17,647",12%
2018,REGAL BELOIT CORP,United States,"Manufacture of radio,television and communication equipment and apparatus (32)",-2.29%,-22.83%,"(8,35,64,530)","(8,03,81,081)","(19,199)","(10,74,678)","(2,50,018)","(3,439)","(5,357)","(18,33,518)","2,760",3%
2018,OSRAM LICHT AG,Germany,"Manufacture of radio,television and communication equipment and apparatus (32)",-1.67%,-18.53%,"(7,89,01,500)","(7,62,78,385)","(27,002)","(9,50,810)","(2,21,848)","(4,183)","(53,928)","(13,92,788)","27,443",19%
2018,COMMSCOPE HOLDING COMPANY INC,United States,"Manufacture of radio,television and communication equipment and apparatus (32)",-1.55%,-13.42%,"(7,09,47,766)","(6,65,47,954)","(16,242)","(8,92,130)","(2,06,729)","(2,887)","(6,714)","(32,78,569)","3,459",4%
2018,TELEFONAKTIEBOLAGET LM ERICSSON,Sweden,"Manufacture of radio,television and communication equipment and apparatus (32)",-0.26%,-5.33%,"(6,08,86,404)","(5,73,10,877)","(13,570)","(7,56,134)","(1,77,207)","(2,419)","(88,987)","(25,38,193)",981,1%
2018,GS YUASA CORPORATION,Japan,"Manufacture of radio,television and communication equipment and apparatus (32)",-1.28%,-24.01%,"(4,79,68,402)","(4,65,25,377)","(10,919)","(6,21,470)","(1,44,893)","(1,967)","(1,786)","(6,62,899)",910,2%
2018,MERSEN SA,France,"Manufacture of radio,television and communication equipment and apparatus (32)",-4.57%,-43.85%,"(4,59,87,811)","(4,45,79,608)","(11,014)","(5,88,708)","(1,37,796)","(1,943)","(5,067)","(6,66,065)","2,389",4%
2018,"ROCKWELL AUTOMATION,INC.",United States,"Manufacture of radio,television and communication equipment and apparatus (32)",-0.54%,-2.85%,"(3,61,26,303)","(3,47,72,452)","(9,446)","(4,72,770)","(1,07,297)","(1,618)","(9,796)","(7,57,972)","5,047",9%
2018,MABUCHI MOTOR CO LTD,Japan,"Manufacture of radio,television and communication equipment and apparatus (32)",-2.37%,-15.99%,"(3,09,68,173)","(3,01,01,723)","(6,981)","(4,01,283)","(93,798)","(1,263)",(622),"(3,62,820)",317,1%
2018,MOTOROLA SOLUTIONS INCORPORATION,United States,"Manufacture of radio,television and communication equipment and apparatus (32)",-0.35%,-1.92%,"(2,57,80,024)","(2,23,00,843)","(6,984)","(2,98,849)","(69,880)","(1,138)","(10,791)","(30,97,100)","5,559",15%
2018,TA YA ELECTRIC WIRE CABLE CO LTDTA YA   ELECTRIC WIRE CABLE CO LTD,Taiwan,"Manufacture of radio,television and communication equipment and apparatus (32)",-3.66%,-198.62%,"(2,22,14,018)","(2,17,36,136)","(5,962)","(2,85,007)","(66,591)","(1,012)","(5,180)","(1,17,065)","2,936",10%
2018,JUNIPER NETWORKS INC,United States,"Manufacture of radio,television and communication equipment and apparatus (32)",-0.46%,-3.72%,"(2,15,72,388)","(1,68,16,489)","(4,887)","(2,30,840)","(51,650)",(819),"(6,830)","(44,64,391)","3,519",11%
2018,HAVELLS INDIA LTD,India,"Manufacture of radio,television and communication equipment and apparatus (32)",-1.84%,-16.44%,"(2,15,00,249)","(2,03,82,786)","(4,694)","(2,70,868)","(63,456)",(852),"(12,427)","(7,65,266)",99,0%
2018,TAIHAN ELECTRIC WIRE COMPANY LIMITED,South Korea,"Manufacture of radio,television and communication equipment and apparatus (32)",-0.89%,-31.55%,"(1,31,25,811)","(1,20,68,080)","(2,872)","(1,60,967)","(37,344)",(511),"(4,630)","(8,51,691)",283,4%
2018,ACBEL POLYTECH INC,Taiwan,"Manufacture of radio,television and communication equipment and apparatus (32)",-1.43%,-1113.67%,"(87,28,394)","(85,43,049)","(2,953)","(1,09,510)","(25,444)",(464),"(5,224)","(44,710)","2,961",19%
2018,"ADTRAN,INC.",United States,"Manufacture of radio,television and communication equipment and apparatus (32)",-1.40%,N/A,"(74,05,883)","(64,93,134)","(1,604)","(87,175)","(20,157)",(284),(778),"(8,03,153)",401,4%
2018,ZUMTOBEL AG,Austria,"Manufacture of radio,television and communication equipment and apparatus (32)",-0.43%,-6457.14%,"(59,14,210)","(57,50,871)","(1,585)","(75,610)","(17,676)",(267),"(1,432)","(67,521)",753,10%
2018,HUBER+SUHNER AG,Switzerland,"Manufacture of radio,television and communication equipment and apparatus (32)",-0.64%,-7.23%,"(57,55,649)","(53,31,892)","(1,294)","(71,415)","(16,528)",(228),(261),"(3,34,216)",183,3%
2018,ADVANCED CERAMIC X CORPORATION,Taiwan,"Manufacture of radio,television and communication equipment and apparatus (32)",-5.16%,-10.24%,"(30,40,845)","(29,75,749)",(665),"(38,735)","(9,066)",(121),(503),"(15,942)",(64),4%
2018,COOPER TIRE & RUBBER CO,United States,Manufacture of rubber and plastic products (25),-6906.97%,-97428.13%,"(1,93,95,21,35,957)","(1,89,72,76,37,758)","(4,33,87,960)","(2,52,33,41,268)","(59,15,77,944)","(78,96,664)","(11,074)","(1,05,82,84,461)","1,172",0%
2018,BRIDGESTONE CORPORATION,Japan,Manufacture of rubber and plastic products (25),-3.63%,-32.89%,"(1,20,74,24,916)","(1,16,07,61,301)","(3,07,137)","(1,56,75,597)","(36,18,684)","(52,794)","(16,359)","(2,71,17,198)","1,24,155",2%
